2023-10-15 20:54:50.825,cov: 340,ft: 975
2023-10-15 20:54:50.830,cov: 341,ft: 977
2023-10-15 20:54:50.835,cov: 342,ft: 982
2023-10-15 20:54:50.840,cov: 349,ft: 1026
2023-10-15 20:54:50.845,cov: 349,ft: 1042
2023-10-15 20:54:50.851,cov: 349,ft: 1043
2023-10-15 20:54:50.856,cov: 349,ft: 1046
2023-10-15 20:54:50.862,cov: 349,ft: 1048
2023-10-15 20:54:50.866,cov: 349,ft: 1051
2023-10-15 20:54:50.872,cov: 349,ft: 1052
2023-10-15 20:54:50.877,cov: 349,ft: 1064
2023-10-15 20:54:50.882,cov: 349,ft: 1066
2023-10-15 20:54:50.889,cov: 349,ft: 1067
2023-10-15 20:54:50.894,cov: 349,ft: 1067
2023-10-15 20:54:50.900,cov: 349,ft: 1067
2023-10-15 20:54:50.904,cov: 349,ft: 1067
2023-10-15 20:54:50.909,cov: 349,ft: 1067
2023-10-15 20:54:50.914,cov: 361,ft: 1108
2023-10-15 20:54:50.918,cov: 361,ft: 1115
2023-10-15 20:54:50.924,cov: 363,ft: 1136
2023-10-15 20:54:50.930,cov: 363,ft: 1139
2023-10-15 20:54:50.936,cov: 365,ft: 1159
2023-10-15 20:54:50.940,cov: 365,ft: 1159
2023-10-15 20:54:50.945,cov: 365,ft: 1167
2023-10-15 20:54:50.950,cov: 365,ft: 1167
2023-10-15 20:54:50.954,cov: 365,ft: 1169
2023-10-15 20:54:50.960,cov: 366,ft: 1172
2023-10-15 20:54:50.965,cov: 366,ft: 1175
2023-10-15 20:54:50.969,cov: 366,ft: 1175
2023-10-15 20:54:50.975,cov: 369,ft: 1191
2023-10-15 20:54:50.979,cov: 369,ft: 1191
2023-10-15 20:54:50.984,cov: 369,ft: 1192
2023-10-15 20:54:50.989,cov: 369,ft: 1193
2023-10-15 20:54:50.994,cov: 369,ft: 1196
2023-10-15 20:54:51.000,cov: 369,ft: 1196
2023-10-15 20:54:51.005,cov: 369,ft: 1196
2023-10-15 20:54:51.010,cov: 370,ft: 1219
2023-10-15 20:54:51.014,cov: 370,ft: 1219
2023-10-15 20:54:51.019,cov: 370,ft: 1219
2023-10-15 20:54:51.024,cov: 370,ft: 1219
2023-10-15 20:54:51.029,cov: 370,ft: 1219
