2023-10-17 00:53:02.458,cov: 343,ft: 989
2023-10-17 00:53:02.462,cov: 344,ft: 990
2023-10-17 00:53:02.467,cov: 344,ft: 1005
2023-10-17 00:53:02.471,cov: 344,ft: 1005
2023-10-17 00:53:02.476,cov: 344,ft: 1012
2023-10-17 00:53:02.481,cov: 348,ft: 1033
2023-10-17 00:53:02.486,cov: 348,ft: 1035
2023-10-17 00:53:02.491,cov: 348,ft: 1036
2023-10-17 00:53:02.496,cov: 348,ft: 1036
2023-10-17 00:53:02.502,cov: 348,ft: 1047
2023-10-17 00:53:02.508,cov: 362,ft: 1103
2023-10-17 00:53:02.512,cov: 363,ft: 1128
2023-10-17 00:53:02.517,cov: 364,ft: 1132
2023-10-17 00:53:02.522,cov: 366,ft: 1143
2023-10-17 00:53:02.527,cov: 366,ft: 1144
2023-10-17 00:53:02.532,cov: 366,ft: 1152
2023-10-17 00:53:02.537,cov: 366,ft: 1153
2023-10-17 00:53:02.542,cov: 366,ft: 1154
2023-10-17 00:53:02.548,cov: 366,ft: 1156
2023-10-17 00:53:02.553,cov: 366,ft: 1167
2023-10-17 00:53:02.559,cov: 366,ft: 1174
2023-10-17 00:53:02.564,cov: 366,ft: 1177
2023-10-17 00:53:02.570,cov: 366,ft: 1178
2023-10-17 00:53:02.575,cov: 367,ft: 1189
2023-10-17 00:53:02.580,cov: 367,ft: 1193
2023-10-17 00:53:02.585,cov: 368,ft: 1206
2023-10-17 00:53:02.591,cov: 368,ft: 1208
2023-10-17 00:53:02.595,cov: 368,ft: 1220
2023-10-17 00:53:02.600,cov: 368,ft: 1221
2023-10-17 00:53:02.605,cov: 370,ft: 1234
2023-10-17 00:53:02.610,cov: 370,ft: 1235
2023-10-17 00:53:02.615,cov: 370,ft: 1237
2023-10-17 00:53:02.619,cov: 370,ft: 1238
2023-10-17 00:53:02.625,cov: 371,ft: 1242
2023-10-17 00:53:02.630,cov: 371,ft: 1242
2023-10-17 00:53:02.635,cov: 371,ft: 1250
2023-10-17 00:53:02.640,cov: 373,ft: 1258
2023-10-17 00:53:02.646,cov: 373,ft: 1259
2023-10-17 00:53:02.651,cov: 373,ft: 1259
2023-10-17 00:53:02.656,cov: 373,ft: 1271
2023-10-17 00:53:02.663,cov: 373,ft: 1277
2023-10-17 00:53:02.668,cov: 373,ft: 1277
2023-10-17 00:53:02.673,cov: 373,ft: 1279
2023-10-17 00:53:02.679,cov: 373,ft: 1280
2023-10-17 00:53:02.684,cov: 373,ft: 1280
2023-10-17 00:53:02.690,cov: 373,ft: 1283
2023-10-17 00:53:02.695,cov: 373,ft: 1284
2023-10-17 00:53:02.700,cov: 373,ft: 1287
2023-10-17 00:53:02.705,cov: 374,ft: 1294
2023-10-17 00:53:02.709,cov: 374,ft: 1295
2023-10-17 00:53:02.715,cov: 374,ft: 1295
2023-10-17 00:53:02.720,cov: 374,ft: 1302
2023-10-17 00:53:02.726,cov: 374,ft: 1304
2023-10-17 00:53:02.731,cov: 374,ft: 1314
2023-10-17 00:53:02.735,cov: 374,ft: 1315
2023-10-17 00:53:02.740,cov: 374,ft: 1318
2023-10-17 00:53:02.745,cov: 374,ft: 1319
2023-10-17 00:53:02.751,cov: 374,ft: 1323
2023-10-17 00:53:02.755,cov: 374,ft: 1339
2023-10-17 00:53:02.761,cov: 374,ft: 1341
2023-10-17 00:53:02.766,cov: 374,ft: 1342
2023-10-17 00:53:02.771,cov: 374,ft: 1349
2023-10-17 00:53:02.776,cov: 374,ft: 1354
2023-10-17 00:53:02.781,cov: 374,ft: 1354
2023-10-17 00:53:02.786,cov: 374,ft: 1354
2023-10-17 00:53:02.792,cov: 374,ft: 1356
2023-10-17 00:53:02.796,cov: 374,ft: 1360
2023-10-17 00:53:02.801,cov: 374,ft: 1361
2023-10-17 00:53:02.807,cov: 376,ft: 1365
2023-10-17 00:53:02.813,cov: 376,ft: 1366
2023-10-17 00:53:02.818,cov: 376,ft: 1367
2023-10-17 00:53:02.823,cov: 376,ft: 1368
2023-10-17 00:53:02.828,cov: 376,ft: 1370
2023-10-17 00:53:02.833,cov: 377,ft: 1371
2023-10-17 00:53:02.837,cov: 377,ft: 1373
2023-10-17 00:53:02.842,cov: 377,ft: 1373
2023-10-17 00:53:02.848,cov: 377,ft: 1373
2023-10-17 00:53:02.853,cov: 377,ft: 1373
2023-10-17 00:53:02.858,cov: 377,ft: 1373
2023-10-17 00:53:02.863,cov: 377,ft: 1373
2023-10-17 00:53:02.868,cov: 377,ft: 1374
2023-10-17 00:53:02.873,cov: 377,ft: 1376
2023-10-17 00:53:02.878,cov: 377,ft: 1379
2023-10-17 00:53:02.883,cov: 377,ft: 1380
2023-10-17 00:53:02.888,cov: 377,ft: 1380
2023-10-17 00:53:02.892,cov: 377,ft: 1381
2023-10-17 00:53:02.898,cov: 377,ft: 1382
2023-10-17 00:53:02.903,cov: 377,ft: 1385
2023-10-17 00:53:02.907,cov: 377,ft: 1385
2023-10-17 00:53:02.912,cov: 377,ft: 1385
2023-10-17 00:53:02.917,cov: 377,ft: 1387
2023-10-17 00:53:02.922,cov: 377,ft: 1388
2023-10-17 00:53:02.927,cov: 377,ft: 1391
2023-10-17 00:53:02.931,cov: 377,ft: 1391
2023-10-17 00:53:02.937,cov: 377,ft: 1392
2023-10-17 00:53:02.942,cov: 377,ft: 1393
2023-10-17 00:53:02.946,cov: 377,ft: 1393
2023-10-17 00:53:02.952,cov: 377,ft: 1394
2023-10-17 00:53:02.957,cov: 377,ft: 1395
2023-10-17 00:53:02.962,cov: 377,ft: 1395
2023-10-17 00:53:02.967,cov: 377,ft: 1395
2023-10-17 00:53:02.972,cov: 377,ft: 1401
2023-10-17 00:53:02.977,cov: 377,ft: 1402
2023-10-17 00:53:02.982,cov: 377,ft: 1402
2023-10-17 00:53:02.986,cov: 377,ft: 1403
2023-10-17 00:53:02.992,cov: 377,ft: 1403
2023-10-17 00:53:02.997,cov: 380,ft: 1435
2023-10-17 00:53:03.002,cov: 380,ft: 1435
2023-10-17 00:53:03.007,cov: 380,ft: 1436
2023-10-17 00:53:03.011,cov: 380,ft: 1437
2023-10-17 00:53:03.016,cov: 380,ft: 1438
2023-10-17 00:53:03.022,cov: 380,ft: 1440
2023-10-17 00:53:03.026,cov: 380,ft: 1441
2023-10-17 00:53:03.031,cov: 380,ft: 1443
2023-10-17 00:53:03.035,cov: 380,ft: 1443
2023-10-17 00:53:03.041,cov: 380,ft: 1446
2023-10-17 00:53:03.046,cov: 380,ft: 1449
2023-10-17 00:53:03.052,cov: 380,ft: 1450
2023-10-17 00:53:03.057,cov: 380,ft: 1450
2023-10-17 00:53:03.061,cov: 380,ft: 1451
2023-10-17 00:53:03.066,cov: 380,ft: 1452
2023-10-17 00:53:03.072,cov: 380,ft: 1453
2023-10-17 00:53:03.077,cov: 380,ft: 1458
2023-10-17 00:53:03.082,cov: 380,ft: 1460
2023-10-17 00:53:03.086,cov: 380,ft: 1466
2023-10-17 00:53:03.092,cov: 380,ft: 1467
2023-10-17 00:53:03.098,cov: 380,ft: 1467
2023-10-17 00:53:03.104,cov: 380,ft: 1468
2023-10-17 00:53:03.109,cov: 380,ft: 1468
2023-10-17 00:53:03.113,cov: 380,ft: 1468
2023-10-17 00:53:03.118,cov: 380,ft: 1469
2023-10-17 00:53:03.123,cov: 380,ft: 1469
2023-10-17 00:53:03.128,cov: 380,ft: 1470
2023-10-17 00:53:03.133,cov: 380,ft: 1471
2023-10-17 00:53:03.139,cov: 380,ft: 1483
2023-10-17 00:53:03.143,cov: 380,ft: 1484
2023-10-17 00:53:03.148,cov: 380,ft: 1485
2023-10-17 00:53:03.153,cov: 380,ft: 1486
2023-10-17 00:53:03.158,cov: 380,ft: 1487
2023-10-17 00:53:03.163,cov: 380,ft: 1487
2023-10-17 00:53:03.168,cov: 380,ft: 1487
2023-10-17 00:53:03.173,cov: 380,ft: 1488
2023-10-17 00:53:03.178,cov: 380,ft: 1489
2023-10-17 00:53:03.183,cov: 380,ft: 1489
2023-10-17 00:53:03.188,cov: 380,ft: 1489
2023-10-17 00:53:03.193,cov: 380,ft: 1490
2023-10-17 00:53:03.198,cov: 380,ft: 1492
2023-10-17 00:53:03.202,cov: 380,ft: 1492
2023-10-17 00:53:03.208,cov: 380,ft: 1493
2023-10-17 00:53:03.212,cov: 380,ft: 1493
2023-10-17 00:53:03.217,cov: 380,ft: 1493
2023-10-17 00:53:03.221,cov: 380,ft: 1494
2023-10-17 00:53:03.227,cov: 380,ft: 1495
2023-10-17 00:53:03.232,cov: 380,ft: 1498
2023-10-17 00:53:03.238,cov: 380,ft: 1498
2023-10-17 00:53:03.242,cov: 380,ft: 1498
2023-10-17 00:53:03.247,cov: 380,ft: 1500
2023-10-17 00:53:03.252,cov: 380,ft: 1500
2023-10-17 00:53:03.258,cov: 380,ft: 1502
2023-10-17 00:53:03.263,cov: 380,ft: 1509
2023-10-17 00:53:03.269,cov: 380,ft: 1509
2023-10-17 00:53:03.274,cov: 380,ft: 1509
2023-10-17 00:53:03.279,cov: 380,ft: 1509
2023-10-17 00:53:03.284,cov: 380,ft: 1510
2023-10-17 00:53:03.289,cov: 380,ft: 1510
2023-10-17 00:53:03.294,cov: 380,ft: 1511
2023-10-17 00:53:03.299,cov: 380,ft: 1512
2023-10-17 00:53:03.303,cov: 380,ft: 1513
