2023-10-13 08:20:33.877,cov: 9,ft: 15
2023-10-13 08:20:33.881,cov: 9,ft: 16
2023-10-13 08:20:33.885,cov: 9,ft: 19
2023-10-13 08:20:33.890,cov: 9,ft: 20
2023-10-13 08:20:33.894,cov: 9,ft: 21
2023-10-13 08:20:33.898,cov: 9,ft: 22
2023-10-13 08:20:33.902,cov: 9,ft: 23
2023-10-13 08:20:33.906,cov: 9,ft: 24
2023-10-13 08:20:33.911,cov: 9,ft: 25
2023-10-13 08:20:33.915,cov: 11,ft: 31
2023-10-13 08:20:33.919,cov: 11,ft: 33
2023-10-13 08:20:33.923,cov: 11,ft: 34
2023-10-13 08:20:33.928,cov: 11,ft: 35
2023-10-13 08:20:33.932,cov: 11,ft: 35
2023-10-13 08:20:33.936,cov: 13,ft: 41
2023-10-13 08:20:33.940,cov: 25,ft: 91
2023-10-13 08:20:33.944,cov: 25,ft: 92
2023-10-13 08:20:33.948,cov: 25,ft: 94
2023-10-13 08:20:33.952,cov: 25,ft: 95
2023-10-13 08:20:33.957,cov: 25,ft: 95
2023-10-13 08:20:33.961,cov: 25,ft: 96
2023-10-13 08:20:33.967,cov: 25,ft: 100
2023-10-13 08:20:33.971,cov: 25,ft: 101
2023-10-13 08:20:33.976,cov: 25,ft: 102
2023-10-13 08:20:33.980,cov: 25,ft: 103
2023-10-13 08:20:33.984,cov: 25,ft: 105
2023-10-13 08:20:33.988,cov: 25,ft: 106
2023-10-13 08:20:33.992,cov: 25,ft: 108
2023-10-13 08:20:33.996,cov: 25,ft: 109
2023-10-13 08:20:34.001,cov: 25,ft: 110
2023-10-13 08:20:34.005,cov: 25,ft: 111
2023-10-13 08:20:34.009,cov: 25,ft: 112
2023-10-13 08:20:34.013,cov: 25,ft: 113
2023-10-13 08:20:34.018,cov: 25,ft: 114
2023-10-13 08:20:34.022,cov: 25,ft: 114
2023-10-13 08:20:34.026,cov: 25,ft: 114
2023-10-13 08:20:34.030,cov: 25,ft: 116
2023-10-13 08:20:34.034,cov: 25,ft: 116
2023-10-13 08:20:34.038,cov: 25,ft: 117
2023-10-13 08:20:34.042,cov: 25,ft: 118
2023-10-13 08:20:34.046,cov: 25,ft: 119
2023-10-13 08:20:34.051,cov: 25,ft: 121
2023-10-13 08:20:34.055,cov: 25,ft: 122
2023-10-13 08:20:34.059,cov: 25,ft: 123
2023-10-13 08:20:34.063,cov: 25,ft: 124
2023-10-13 08:20:34.068,cov: 25,ft: 124
2023-10-13 08:20:34.072,cov: 25,ft: 124
2023-10-13 08:20:34.076,cov: 25,ft: 124
2023-10-13 08:20:34.080,cov: 25,ft: 124
2023-10-13 08:20:34.084,cov: 25,ft: 124
2023-10-13 08:20:34.088,cov: 25,ft: 124
2023-10-13 08:20:34.092,cov: 30,ft: 138
2023-10-13 08:20:34.096,cov: 30,ft: 139
2023-10-13 08:20:34.101,cov: 30,ft: 141
2023-10-13 08:20:34.105,cov: 30,ft: 142
2023-10-13 08:20:34.109,cov: 30,ft: 152
2023-10-13 08:20:34.113,cov: 30,ft: 155
2023-10-13 08:20:34.117,cov: 30,ft: 155
2023-10-13 08:20:34.121,cov: 30,ft: 156
2023-10-13 08:20:34.125,cov: 30,ft: 157
2023-10-13 08:20:34.130,cov: 30,ft: 159
2023-10-13 08:20:34.134,cov: 30,ft: 163
2023-10-13 08:20:34.138,cov: 30,ft: 167
2023-10-13 08:20:34.142,cov: 30,ft: 169
2023-10-13 08:20:34.147,cov: 30,ft: 172
2023-10-13 08:20:34.151,cov: 30,ft: 174
2023-10-13 08:20:34.155,cov: 30,ft: 176
2023-10-13 08:20:34.159,cov: 30,ft: 184
2023-10-13 08:20:34.163,cov: 30,ft: 184
2023-10-13 08:20:34.167,cov: 30,ft: 186
