2023-10-15 17:27:07.431,cov: 340,ft: 976
2023-10-15 17:27:07.436,cov: 341,ft: 977
2023-10-15 17:27:07.441,cov: 341,ft: 978
2023-10-15 17:27:07.446,cov: 348,ft: 1013
2023-10-15 17:27:07.452,cov: 348,ft: 1014
2023-10-15 17:27:07.458,cov: 348,ft: 1014
2023-10-15 17:27:07.463,cov: 348,ft: 1014
2023-10-15 17:27:07.468,cov: 348,ft: 1033
2023-10-15 17:27:07.473,cov: 348,ft: 1043
2023-10-15 17:27:07.478,cov: 348,ft: 1052
2023-10-15 17:27:07.483,cov: 348,ft: 1053
2023-10-15 17:27:07.488,cov: 348,ft: 1053
2023-10-15 17:27:07.493,cov: 348,ft: 1054
2023-10-15 17:27:07.498,cov: 349,ft: 1059
2023-10-15 17:27:07.504,cov: 349,ft: 1059
2023-10-15 17:27:07.510,cov: 349,ft: 1059
2023-10-15 17:27:07.515,cov: 361,ft: 1099
2023-10-15 17:27:07.519,cov: 361,ft: 1102
2023-10-15 17:27:07.525,cov: 361,ft: 1120
2023-10-15 17:27:07.529,cov: 361,ft: 1126
2023-10-15 17:27:07.534,cov: 361,ft: 1127
2023-10-15 17:27:07.539,cov: 361,ft: 1130
2023-10-15 17:27:07.544,cov: 361,ft: 1131
2023-10-15 17:27:07.549,cov: 363,ft: 1143
2023-10-15 17:27:07.554,cov: 363,ft: 1143
2023-10-15 17:27:07.559,cov: 363,ft: 1144
2023-10-15 17:27:07.565,cov: 363,ft: 1144
2023-10-15 17:27:07.569,cov: 363,ft: 1146
2023-10-15 17:27:07.574,cov: 363,ft: 1146
2023-10-15 17:27:07.579,cov: 365,ft: 1157
2023-10-15 17:27:07.584,cov: 365,ft: 1157
2023-10-15 17:27:07.588,cov: 365,ft: 1159
2023-10-15 17:27:07.594,cov: 366,ft: 1172
2023-10-15 17:27:07.598,cov: 366,ft: 1172
2023-10-15 17:27:07.603,cov: 366,ft: 1173
2023-10-15 17:27:07.608,cov: 366,ft: 1175
2023-10-15 17:27:07.612,cov: 366,ft: 1180
2023-10-15 17:27:07.617,cov: 366,ft: 1180
2023-10-15 17:27:07.622,cov: 366,ft: 1193
2023-10-15 17:27:07.628,cov: 369,ft: 1218
2023-10-15 17:27:07.633,cov: 369,ft: 1218
2023-10-15 17:27:07.638,cov: 372,ft: 1228
2023-10-15 17:27:07.644,cov: 372,ft: 1232
2023-10-15 17:27:07.649,cov: 372,ft: 1233
2023-10-15 17:27:07.653,cov: 372,ft: 1234
2023-10-15 17:27:07.658,cov: 372,ft: 1236
2023-10-15 17:27:07.663,cov: 372,ft: 1237
2023-10-15 17:27:07.668,cov: 372,ft: 1238
2023-10-15 17:27:07.673,cov: 372,ft: 1241
